accessibleAt
['https://www.crummy.com/software/BeautifulSoup/']
['https://github.com/TAPoR-3-Tools/Tapor-Coding-Tools/tree/master/tapor_coding_tools/Scraping%20Website/gathering%20url%20with%20beauitful%20soup%204']
['https://www.beauty-patterns.org/en/homepage']
['https://begrenzte-flucht.ehri-project.eu/']
['http://bequali.fr/en/']
[]
['https://github.com/CDHUppsala/BerryBERT']
['https://huggingface.co/KBLab']
[]
[]
['https://bibdesk.sourceforge.io/']
['https://homepage.univie.ac.at/juan.gorraiz/bibexcel/']
"['https://www.biblindex.org/en', 'https://www.biblindex.org/en/quotations/search']"
['http://www.bibliogo.com/login']
['https://clavius.lib.cas.cz/katalog/baze.htm']
['https://www.zotero.org/groups/113737/doing_digital_humanities_-_a_dariah_bibliography?']
['https://hucentral.kpsys.cz/#!/']
['https://biblio.hiu.cas.cz/#!/']
['https://www.museogalileo.it/it/biblioteca-e-istituto-di-ricerca/biblioteca-digitale/collezioni-tematiche/2417-la-civilta-dell-anatomia-il-genere-delle-anatomie-letterarie-nell-italia-del-seicento.html']
['https://bibliotecacomum.pt/projeto/']
['https://labs.onb.ac.at/bed/eugeniana/']
['https://data.biblissima.fr/']
['https://iiif.biblissima.fr/collections/']
['https://portail.biblissima.fr']
['https://projet.biblissima.fr/en/resources/biblissima-resources']
['http://www.bibme.org/']
['https://bibserver.okfn.org/']
[]
['https://sourceforge.net/projects/bibus-biblio/']
['https://www.bitext.com/']
['https://bitly.com/']
[]
['http://projectblacklight.org/']
[]
['https://docs.blender.org/']
['https://www.blender.org/']
['https://github.com/BLLIP/bllip-parser']
['https://bl.ocks.org/']
['https://surveyweb2.ucsur.pitt.edu/qblog/page_login.php']
['https://www.blogger.com/']
['http://bluefish.openoffice.nl/']
['http://bncweb.lancs.ac.uk/bncwebSignup/user/login.php']
[]
['https://www.sonnysoftware.com/']
[]
[]
[]
['http://bookworm.culturomics.org/']
['https://getbootstrap.com/']
['https://bosworthtoller.com/']
[]
['http://brat.nlplab.org/']
['https://bl.iro.bl.uk/about']
['https://bubbl.us/']
['https://buddypress.org/']
[]
['https://btb-wn.webclark.org/index-EN.html']
['https://github.com/CLARIAH/burgerLinker']
[]
['http://hdl.handle.net/21.11120/0000-0003-7D99-5']
['http://hdl.handle.net/11858/00-203C-0000-0023-21BB-3']
['https://korpus.cz/calc/']
['https://calenda.org']
['https://infoclio.ch/en/events_view']
['https://vision.calfa.fr/']
['https://calibre-ebook.com/']
['https://callico.teklia.com/projects/']
['https://www.movavi.com/support/how-to/camstudio-review.html?gclid=EAIaIQobChMI9JKhwMSR3gIVDNVkCh0ORATzEAAYASAAEgIEb_D_BwE']
['https://www.techsmith.com/store/camtasia?utm_source=google&utm_medium=g&utm_campaign=1524774665&utm_content=58548108855&utm_term=camtasia&gclid=EAIaIQobChMI_LX8pvn_3QIVDJ9-Ch1JpQOPEAAYASAAEgJlUPD_BwE']
['https://camunda.com/']
['https://tulengua.iatext.ulpgc.es/neologismos']
[]
['https://www.capturingreality.com']
[]
['https://carrd.co/']
['https://search.carrot2.org/#/web']
['https://carto.com/']
[]
['https://sites.google.com/site/casualconc/']
"['https://catma.de', 'http://catma.de/']"
['http://librecat.org/']
['https://web.archive.org/web/20120626154150/http://www.galileoco.com/N_catpac.asp']
['https://github.com/openaq/cc-viewer']
['http://www.vela.com/ProductDocumentation/CC%20Viewer.pdf']
"['https://celluloid.huma-num.fr/', 'https://archive.softwareheritage.org/browse/directory/06cd128d228735b6e0fc66a0e336a91bff327cb1/']"
['https://www.zde.uzh.ch/en.html']
['https://www.cerl.org/resources/provenance/main#search_cerl_resources']
['https://data.cerl.org/thesaurus/_search']
['https://ceskadigitalniknihovna.cz/']
['https://du.cesnet.cz/en/navody/object_storage/start']
['https://datacatalogue.cessda.eu/']
['https://thesauri.cessda.eu/']
['https://vocabularies.cessda.eu/']
[]
[]
['https://github.com/UUDigitalHumanitieslab/chamd']
[]
['http://hdl.handle.net/11356/1211']
[]
['https://www.chartjs.org/']
[]
['http://www.checktext.org/']
[]
['https://pypi.org/project/choicellm/']
['http://chorusanalytics.co.uk/']
[]
['http://hyperstudio.mit.edu/software/chronos-timeline/']
[]
['https://cinematicbrno.phil.muni.cz/']
['https://portulanclarin.net/workbench/cintil-concordancer/']
[]
['https://gams.uni-graz.at/doku#cirilo']
[]
['https://www.citavi.com/en']
[]
['http://www.citeulike.org/']
['http://dali.talkbank.org/clan/']
['https://teaching.clariah.de/search/']
['https://mediasuite.clariah.nl/']
['http://www.clarify-it.com/']
['https://www.clarin.eu/ccr']
['https://clarin.dk/clarindk/toolchains-wizard.jsp']
['https://fedora.clarin-d.uni-saarland.de/index.de.html']
['https://fcs.text-plus.org/']
['http://fedora.clarin-d.uni-saarland.de/']
['https://webanno.sfs.uni-tuebingen.de/']
['https://contentsearch.clarin.eu/']
['https://vocabs.sshopencloud.eu/vocabularies/sshocmm/en/']
['https://ws.clarin-pl.eu/']
"['http://bultreebank.org/en/clark/', 'http://bultreebank.org/bg/clark/']"
[]
['http://cte.oeaw.ac.at//']
['https://www.clarin.ac.uk/claws']
['http://ucrel.lancs.ac.uk/claws/']
['http://ucrel.lancs.ac.uk/claws/']
['https://clic.bham.ac.uk/']
['https://climadjust.com/']
['https://clippingmagic.com/']
['http://www.textworld.com/cloc/index.html']
['http://www.cloudcompare.org/']
[]
[]
['http://weblicht.sfs.uni-tuebingen.de/converter/Cmdi2DC/']
['http://weblicht.sfs.uni-tuebingen.de/converter/Cmdi2Marc/']
['https://portal.clarin.nl/node/4226']
['https://weblicht.sfs.uni-tuebingen.de/CMDIExplorer']
['http://www.cs.cmu.edu/~dorcas/toolkit_documentation.html']
['http://www.cnrtl.fr/outils/extension-portail/']
['https://coanzse.org/landing/index.html']
[]
[]
['https://cocoon.apache.org/']
['https://cocoon.huma-num.fr/exist/crdo/']
['http://cs.brown.edu/~spr/codebubbles/']
[]
['https://cat.texifter.com/']
['https://coggle.it/']
[]
['https://colab.research.google.com/notebooks/welcome.ipynb']
"['https://patrimoniodigital.ucm.es/s/patrimonio/page/hernandez-pacheco', 'https://patrimoniodigital.ucm.es/s/patrimonio/item-set/1694808']"
['https://www.colectica.com/software/colecticaforexcel/']
['https://www.collaboraoffice.com/']
['http://www.hd.uib.no/humdata/2-91/robin.htm']
['http://collatex.net/']
[]
['https://collectionbuilder.github.io/']
['https://collocationary.com/']
['https://colorbrewer2.org/']
['https://github.com/co-ment/comt']
[]
"['http://www.futureofthebook.org/commentpress/', 'https://wordpress.org/plugins/commentpress-core/']"
['http://vis.berkeley.edu/papers/commentspace/']
['http://commonsinabox.org/']
['http://projects.oucs.ox.ac.uk/runcoco/index.html']
['https://tools.digitalmethods.net/beta/analyse/']
['https://tools.digitalmethods.net/beta/ic/comparenetworksovertime/']
['http://compfight.com/']
['https://www.comphistsem.org/home.html']
['https://www.lextutor.ca/']
['https://github.com/sgsinclair/alta/blob/dc47e4b47b133cee24a85e9817592971e67681cd/ipynb/utilities/ComplexSentimentAnalysis.ipynb']
['https://benjamins.com/catalog/cls.1']
[]
['http://www.concordancesoftware.co.uk/']
['https://corpusgysseling.ivdnt.org/corpus-frontend/Gysseling/search/']
['https://chn.ivdnt.org/']
['https://corpusmiddelnederlands.ivdnt.org/corpus-frontend/MNL/search/']
['https://www.corpusdoportugues.org/']
['https://www.corpusdelespanol.org/']
['http://filip.ffzg.hr/']
['http://dbtvm1.ilc.cnr.it/sitodbt/']
['https://portaal.eki.ee/corpus']
['http://folk.uib.no/nfylk/concordle/']
['http://oak.conncoll.edu/cohar/Programs.htm']
['http://zil.ipipan.waw.pl/Concraft']
['http://zil.ipipan.waw.pl/Bartek']
['http://zil.ipipan.waw.pl/Nicolas']
['http://zil.ipipan.waw.pl/DependencyParser']
['http://zil.ipipan.waw.pl/Nerf']
['http://zil.ipipan.waw.pl/Concraft']
['http://iis.ipipan.waw.pl/2008/proceedings/iis08-20.pdf']
['http://zil.ipipan.waw.pl/Spejd']
['http://www.ickn.org/ckntools.html']
"['https://github.com/coneda/kor', 'https://de.dariah.eu/en/conedakor']"
[]
['https://www.conftool.net/en/index.html']
['https://www.congree.com/']
['https://tulengua.iatext.ulpgc.es/conjugate-verb/']
['https://github.com/Orange-OpenSource/conllueditor']
['https://www.ehri-project.eu/Conny-Kristel-Fellowships']
['https://3d.humanities.science']
['http://contawords.iula.upf.edu/']
['https://www.oclc.org/en/contentdm.html']
['https://hrcak.srce.hr/en/prilozi-iaz']
['https://ojs.inz.si/pnz/about']
['http://contropedia.net/']
['https://github.com/kba/ocr-schemas']
['https://cooltext.com/']
['http://www.languagelibrary.eu/new_ewnui/']
['https://www.coquery.org/']
"['https://corliapi.ortolang.fr/stanza/', 'https://git.ortolang.fr/corliapi']"
['https://www.wyzant.com/resources/lessons/study-skills/cornell-notes']
['https://interrogator.github.io/corpkit/']
['https://interrogator.github.io/corpkit/']
['https://www.corpus.by/Lemmatizer/?lang=en']
['https://clarino.uib.no/korpuskel']
['https://corpus.cirp.gal/corga/']
['https://notes.jan-oliver-ruediger.de/software/corpusexplorer-overview/']
['http://www.CorpusExplorer.de']
['https://www.corpusitaliano.it/']
['https://www.uni-due.de/CP/']
['https://www.corimu.unisi.it']
['http://corpussearch.sourceforge.net/']
['http://corpussearch.sourceforge.net/']
['https://gitlab.rrz.uni-hamburg.de/corpus-services/corpus-services']
['https://cwb.sourceforge.io/']
['https://correspSearch.net']
['https://ilg.usc.gal/cortegal/']
['https://cos4bio.eu/en/about.html']
['https://cosmas2.ids-mannheim.de']
['https://cosmotool.de.dariah.eu/cosmotool/personsearch/']
['https://couranten.ivdnt.org']
['https://covidmemory.lu/']
['https://github.com/seinecle/Cowo/blob/master/README.md']
['https://cqpweb.lancs.ac.uk/']
['https://cqpweb.lancs.ac.uk/']
['http://corpora.clarin-d.uni-saarland.de/cqpweb/']
['http://apps.islab.ntua.gr/cqspace/']
['https://creately.com/']
['https://github.com/CHC-Computations/Korpus-Dyskursu-Literaturoznawczego']
['https://cpd.uni-koeln.de/']
['http://criticmarkup.com/']
"['https://data.crossda.hr/', 'https://www.crossda.hr/']"
['http://square.github.io/crossfilter/']
['https://crowdmap.com']
['https://github.com/DigitalHumanitiesCraft/CROWN']
['https://www.cryengine.com/']
['http://docs.cryengine.com/display/CEMANUAL/CRYENGINE+V+Manual']
['https://lab.dariah.pl/en/amu-modules/tools-for-text-normalization-and-diachronic-analysis/']
['https://github.com/clarinsi/csmtiser']
['http://hdl.handle.net/11372/LRT-1249']
['https://github.com/CLARIAH/COW']
['https://github.com/richardpenman/csvsort']
['https://hdl.handle.net/20.500.12185/480']
['https://github.com/jdf/cue.language']
['https://cultis.math.bas.bg/en']
['https://www.culturaitalia.it/']
['http://r-forge.r-project.org/projects/rca/']
['https://w3id.org/dharc/ontology/chad-ap']
['http://culturalheritageimaging.org/What_We_Do/Projects/neh-startup/']
['http://culturalheritageimaging.org/What_We_Offer/Downloads/Process/']
['https://journals.openedition.org/cultura/']
['https://kultura.lab.dariah.pl']
['https://nfdi4culture.de/']
['https://www.cvce.eu']
['https://cytoscape.org/']
['https://sources.cms.flu.cas.cz/']
['https://d3js.org/']
['http://d3js.org/']
['https://services.d4science.org/explore']
['https://dabar.srce.hr/en']
['https://gitlab.pcss.pl/dl-team/aggregation/dace']
['https://centre-for-humanities-computing.github.io/DaCy/']
['https://atr.pages.teklia.com/dan/']
['http://www.dandelion.eu']
['http://www.foundationmodels.dk/']
['https://www.da-ra.de/about']
['https://auth.de.dariah.eu/']
['https://campus.dariah.eu']
['https://campus.dariah.eu/']
['https://de.hypotheses.org/']
['https://colreg.de.dariah.eu/colreg-ui/']
['https://de.dariah.eu/en/web/guest/weiterfuhrende-informationen']
['https://dme.de.dariah.eu/dme/registry/?lang=en']
"['https://gitlab.rz.uni-bamberg.de/dariah/search', 'https://search.de.dariah.eu/search/?lang=en']"
['https://geobrowser.de.dariah.eu/']
"['https://text-plus.org/helpdesk/', 'https://de.dariah.eu/en/web/guest/support']"
['https://de.dariah.eu/en/hosting']
['https://gwdg.de/en/services/e-mail-collaboration/mailing-lists/']
['https://dariah-de.github.io/status/']
['https://de.dariah.eu/en/mysql-datenbankhosting']
['https://repository.de.dariah.eu/publikator/']
['https://repository.de.dariah.eu/search/']
['https://survey.academiccloud.de/']
['https://dariah-de.github.io/TopicsExplorer/']
"['https://de.dariah.eu/en/working-papers', 'https://github.com/DARIAH-DE/dwp-template']"
['https://consent.dariah.eu/']
['https://hal.science/DARIAH']
['https://inspire.lab.dariah.pl']
['https://terms.lab.dariah.pl/']
['https://dariahopen.hypotheses.org/']
['https://dariah.openaire.eu/']
['https://dariahcloud.web.illinois.edu/cordoba/map/?lang=en']
['https://zenodo.org/communities/dariah']
['https://www.zotero.org/groups/744474/dariah/library']
['https://admin.dasch.swiss/']
['https://spectra.chem.ut.ee/']
['https://einakter.dracor.org/']
['https://www.w3.org/TR/vocab-dcat-3/']
[]
['https://datadescription.com/data-desk/']
['http://humanities.lib.rochester.edu/data-dictionary-generator/']
['https://www.jstor.org/dfr/']
['https://datahero.com/']
['http://data-illustrator.com/']
['https://www.cessda.eu/DMGuide']
['https://specs.frictionlessdata.io/data-package/']
['http://www.itl.nist.gov/div898/software/dataplot/homepage.htm']
[]
['https://github.com/CHC-Computations/data_processing']
['https://enrichments.lab.dariah.pl/en']
['https://services.fsd.tuni.fi/?lang=en']
['https://geobrowser.de.dariah.eu/edit/']
['https://www.visualdatatools.com/DataTank/']
['http://apps.islab.ntua.gr/d2rml/']
[]
['https://info.dataverse.no/']
['https://dataviz-mark16.sib.swiss']
['https://www.datawrapper.de/']
['https://dgd.ids-mannheim.de/dgd/pragdb.dgd_extern.welcome']
['https://github.com/hibernator11/dcat-glam-catalog']
['http://www.ddialliance.org/system/files/codebook2-0.xsl']
['https://github.com/MetadataTransform/ddi-xslt']
['https://www.dedoose.com/']
['http://www.deeperweb.com/']
['https://portal.analytics.umcs.pl']
['https://mkrzmr.github.io/defacementarchive/']
['https://interactivehpc.dk/?page_id=169']
"['https://cloud.gate.ac.uk/shopfront/displayItem/dendrochronology-entities-recognizer-en', 'https://cloud.gate.ac.uk/shopfront/displayItem/dendrochronology-entities-recognizer-nl', 'https://cloud.gate.ac.uk/shopfront/displayItem/dendrochronology-entities-recognizer-se']"
['http://denemo.org/']
['http://www.densitydesign.org/research/knot/']
[]
['https://www.ids-mannheim.de/digspra/pb-s1/projekte/korpora/verfuegbarkeit/']
['https://corpora.ids-mannheim.de/openlab/derekovecs/']
['https://www.ids-mannheim.de/digspra/pb-s1/projekte/methoden/derewo/']
['http://www.cnrtl.fr/outils/DeriF/']
['https://github.com/nypl-spacetime/hocr-detect-columns']
['https://www.deutsche-digitale-bibliothek.de/']
['https://www.deutschestextarchiv.de/']
['https://www.devontechnologies.com/apps/devonthink']
['https://agoldst.github.io/dfr-browser/']
['https://dhd-blog.org/']
['https://digitalinnovation.web.unc.edu/projects/dhpress/']
['https://registar.dariah.hr/']
['https://www.dnb.de/dhstipendien']
[]
['https://dicolat.iatext.ulpgc.es/']
['http://www.dictionsoftware.com/']
['http://lb.ics.cas.cz']
['http://www.dief.eu']
[]
['https://www.dnb.de/DE/Sammlungen/DigitaleSammlungen/digitaleSammlungen.html']
['https://github.com/bombedceramics/digital_damaged_ceramics']
['https://wafi-cnr.github.io/ddna/stable/quick_start.html']
['https://digedtnt.github.io/']
['https://editions.sub.uni-goettingen.de/introduction']
['https://www.digitalesschaudepot.ch/']
['https://www.dwds.de/']
['http://www.digitalfootprints.dk/']
['https://genji.dl.itc.u-tokyo.ac.jp/en']
['https://beta.dh-ch.openaire.eu/']
['https://digital-humanities.at/en/dha/projects']
['https://www.dnb.de/dhdcall']
['https://dhcr.clarin-dariah.eu/']
['https://digitalia.phil.muni.cz/en']
['https://fbc.pionier.net.pl/']
['https://arne-novak.phil.muni.cz/node?language=en']
['https://kramerius.lib.cas.cz/']
['https://digilib.phil.muni.cz/en']
['https://digital.libplovdiv.com/en']
['https://www.ndk.cz/']
['https://digitalmappa.org/']
"['https://dnnt.mzk.cz', 'https://www.digitalniknihovna.cz/mzk']"
['https://rcin.org.pl/dlibra']
"['https://web.archive.org/web/*/http://digress.it/', 'https://wordpress.org/plugins/digressit/']"
[]
['https://dingo.psnc.pl/en/dlab-en/']
['https://dingo.psnc.pl/en/dlibra-en/']
['https://diplomatic-reports.ehri-project.eu/']
[]
['https://discordapp.com/']
['http://discovertext.com/']
['https://itee.uq.edu.au/project/discursis']
['https://www.discuss-data.net/']
['https://distanbol.acdh.oeaw.ac.at/']
['https://github.com/distant-viewing/dvt']
['https://ddmal.github.io/diva.js/']
['https://dizbi.hazu.hr/a/']
[]
['https://github.com/DuChemin/MEIMassaging']
['https://www.dji.com/it/ground-station-pro']
['https://www.dnb.de/dnblab']
['https://doabooks.org/']
['https://docta.ucm.es/home']
"['https://vialab.ca/research/docuburst', 'https://github.com/vialab/docuburst-desktop']"
['https://github.com/altoxml/documentation']
['https://www.documentcloud.org/']
['http://www.cmu.edu/hss/english/research/docuscope.html']
['https://ckc.uw.edu.pl']
[]
['https://doodle.com/']
['https://www.downthemall.net/']
['https://dracor.org/']
[]
['https://www.dropbox.com/']
['https://druid.datalegend.net/']
['https://www.drupal.org/']
['https://duraspace.org/dspace/']
['https://www.deutschestextarchiv.de/doku/basisformat/']
['http://odo.dwds.de/~jurish/software/DTA-CAB/']
['https://clarin.bbaw.de/fcs/dtaxl']
['https://hal.science/hal-05214127']
['https://www.dundas.com/']
[]
[]
['http://donnevariorum.dh.tamu.edu/']
['https://www.dwds.de/']
['https://www.dwds.de/d/api']
['https://clarin.bbaw.de/fcs/dwdsxl']
['https://www.dwds.de/r/plot/?q=']
['https://humanitiesthesaurus.academyofathens.gr/']
['http://registries.dyas-net.gr/gr']
['http://dygraphs.com/']
['http://eac.staatsbibliothek-berlin.de/']
['https://early-testimony.ehri-project.eu']
['https://ezlinavis.dracor.org/']
[]
['https://www.e-codices.unifr.ch/en']
['https://www.ediarum.org/']
['http://editflow.org/']
['http://www.editgrid.com/']
['https://github.com/C21editions/edith-template']
['http://evt.labcd.unipi.it/']
['https://lab.dariah.pl/en/amu-modules/philological-hub/']
['http://editorsnotes.org/']
['https://edublogs.org/']
['https://github.com/EpiDoc/EFES/wiki/']
['https://www.qualintitative.com/wiki/doku.php/egoweb_2.0_home']
['https://blog.ehri-project.eu/']
['http://eceg.iatext.ulpgc.es/']
['https://ww1.lu/']
['https://ekultura.hr/en/']
['https://www.elaborate.huygens.knaw.nl/login']
['https://archive.mpi.nl/tla/elan']
['https://sshoc.poolparty.biz/GraphSearch/']
['https://elinker.lab.dariah.pl']
['http://lindat.mff.cuni.cz/services/elixirfm/run.php']
[]
['https://elsst.cessda.eu/']
['https://emotext.clarin-pl.eu/']
['https://github.com/IPS-LMU/emuR']
['https://lab.dariah.pl/en/amu-modules/philological-hub/']
['https://endnote.com/']
['https://www.english-corpora.org/byu-corpora.asp']
['http://oak.conncoll.edu/cohar/Programs.htm']
['https://enrich.lab.dariah.pl']
['https://emt.ehri-project.eu']
"['https://gitlab.gwdg.de/entities/entityxml', 'https://entities.pages.gwdg.de/entityxml/']"
['https://eoscobservatory.eosc-portal.eu/home']
[]
[]
['https://www.e-periodica.ch/digbib/about1?lang=en']
['https://github.com/EpiDoc/Stylesheets']
['http://www.epigraphia3d.es/']
['https://www.episciences.org/']
['http://www.eprints.org/uk/']
['https://github.com/CDHUppsala/epub_study']
[]
[]
['http://erissolver.thomas-specq.work/about.html']
"['https://escriptorium.inria.fr/', 'https://gitlab.com/scripta/escriptorium']"
['https://especellu.huma-num.fr/']
['https://labs.onb.ac.at/gitlab/labs-team/esperanto-newspaper-excerpts']
['https://www.europeansocialsurvey.org/esslabs']
['https://tulengua.iatext.ulpgc.es/estilometria/']
['http://www.eki.ee/keeletehnoloogia/projektid/estmorf/']
['https://estnltk.github.io/estnltk/1.4.1/']
['https://etalk.sib.swiss']
['https://mark16-etalk.sib.swiss/']
['https://eth.swisscovery.slsp.ch/discovery/search?vid=41SLSP_ETH:ETH']
['https://developer.library.ethz.ch/']
['https://ethmigsurveydatahub.eu/emmregistry/']
['https://ethmigsurveydatahub.eu/emmregistry']
